0,1,0,0,0,0,0,0,0,204.22,204.22,0,0,0,0,0,0,0,0,0,1,0,
0,844,0,0,0,0,0,0,0,132.331,132.331,0,0,0,0,0,0,0,0,0,0,1,
1,2987,0,0,0,0,0,0,0,301.817,301.817,0,0,0,0,0,0,0,0,0,1,0,
2,2715,0,0,0,0,0,0,0,166.386,166.386,0,0,0,0,0,0,0,1,0,0,0,
3,3024,0,0,0,0,0,0,0,93.473,93.473,0,0,0,1,0,0,0,0,0,0,0,
3,3401,0,0,0,0,0,0,0,150.948,150.948,0,0,0,0,0,0,0,1,0,0,0,
4,3,0,0,0,0,0,0,0,287.22,287.22,0,0,0,0,0,1,0,0,0,0,0,
5,6,0,0,0,0,0,0,0,159.921,159.921,0,0,0,0,0,0,0,0,0,0,1,
6,5261,0,0,0,0,0,0,0,66.5558,66.5558,0,0,0,0,0,0,0,0,0,0,1,
7,5265,0,0,0,0,0,0,0,69.8143,69.8143,0,0,0,0,0,0,0,0,0,1,0,
8,4852,0,0,0,0,0,0,0,51.3105,51.3105,0,0,0,1,0,0,0,0,0,0,0,
9,10,0,0,0,0,0,0,0,151.108,151.108,0,0,0,0,0,0,0,0,0,0,1,
10,11,0,0,0,0,0,0,0,332.37,332.37,0,0,0,1,0,0,0,0,0,0,0,
10,273,0,0,0,0,0,0,0,198.089,198.089,0,0,0,0,0,0,0,0,0,0,1,
11,12,0,0,0,0,0,0,0,451.845,451.845,0,0,0,1,0,0,0,0,0,0,0,
12,13,0,0,0,0,0,0,0,225.289,225.289,0,0,0,0,0,0,0,0,0,0,1,
12,4945,0,0,0,0,0,0,0,260.975,260.975,0,0,0,1,0,0,0,0,0,0,0,
13,4948,0,0,0,0,0,0,0,134.468,134.468,0,0,0,1,0,0,0,0,0,0,0,
14,5070,0,0,0,0,0,0,0,192.199,192.199,0,0,0,0,0,0,0,0,0,0,1,
15,5072,0,0,0,0,0,0,0,109.309,109.309,0,0,0,0,0,0,0,0,0,0,1,
16,877,0,0,0,0,0,0,0,273.978,273.978,0,0,0,0,0,0,0,0,0,0,1,
17,5945,0,0,0,0,0,0,0,180.959,180.959,0,0,0,0,0,0,0,0,0,1,0,
18,1124,0,51.8882,0,30.4849,0,0,0,0,82.3731,0,0,0,0,1,0,0,0,0,0,0,
19,20,0,70.0179,0,0,0,0,0,0,70.0179,0,0,0,1,0,0,0,0,0,0,0,
19,21,0,133.327,0,0,0,0,0,0,133.327,0,0,0,0,1,0,0,0,0,0,0,
20,1089,0,88.0631,0,0,0,0,0,0,88.0631,0,0,0,0,0,0,0,0,1,0,0,
21,3703,0,95.5381,0,22.415,0,0,0,0,117.953,0,0,0,0,0,0,0,0,0,0,1,
22,3151,0,42.1771,0,55.6931,0,0,0,0,97.8702,0,0,0,0,0,1,0,0,0,0,0,
23,28,0,120.079,0,0,0,0,0,0,120.079,0,0,0,0,1,0,0,0,0,0,0,
24,25,0,0,0,123.231,0,0,0,0,123.231,0,0,0,0,0,0,0,0,0,0,1,
25,26,0,0,0,112.804,0,0,0,0,112.804,0,0,0,0,0,0,0,0,0,0,1,
25,2652,0,132.063,0,52.5346,0,0,0,0,184.598,0,0,0,0,0,0,0,0,0,1,0,
26,27,0,0,0,113.597,0,0,0,0,113.597,0,0,0,1,0,0,0,0,0,0,0,
26,30,0,86.7598,0,60.2693,0,0,0,0,147.029,0,0,0,0,0,1,0,0,0,0,0,
27,23,0,93.9014,0,53.328,0,0,0,0,147.229,0,0,0,0,0,1,0,0,0,0,0,
27,38,0,0,0,110.767,0,0,0,0,110.767,0,0,0,0,0,0,0,0,0,0,1,
28,3214,0,67.971,0,0,0,0,0,0,67.971,0,0,0,0,0,0,0,0,0,1,0,
28,3217,0,74.2513,0,0,0,0,0,0,74.2513,0,0,0,0,0,0,0,0,0,0,1,
29,27,0,152.642,0,53.328,0,0,0,0,205.97,0,0,0,0,0,0,0,0,1,0,0,
29,30,0,239.402,0,0,0,0,0,0,239.402,0,0,0,0,0,0,0,0,0,0,1,
30,3214,0,128.553,0,0,0,0,0,0,128.553,0,0,0,0,0,0,0,0,0,0,1,
30,3217,0,134.834,0,0,0,0,0,0,134.834,0,0,0,0,1,0,0,0,0,0,0,
31,1120,0,0,0,0,79.814,0,0,0,79.814,0,0,0,1,0,0,0,0,0,0,0,
31,1121,0,0,0,33.5379,56.0176,0,0,0,89.5555,0,0,0,0,0,0,0,0,0,1,0,
32,33,0,0,0,0,248.667,0,0,0,248.667,0,0,0,0,0,0,0,0,0,0,1,
32,36,0,12.2577,0,0,9.29005,0,0,0,21.5477,0,0,0,0,0,0,0,0,1,0,0,
33,5352,0,0,0,0,262.846,0,0,0,262.846,0,0,0,0,0,0,0,0,0,1,0,
