0,0,0,0,0,0,0,118.825,
0,0,0,0,0,0,0,289.615,
0,0,0,0,0,0,0,246.43,
0,0,0,0,0,0,0,97.3409,
0,0,0,0,0,0,0,477.099,
0,0,0,0,0,0,0,249.71,
0,0,0,0,0,0,0,70.133,
0,0,0,0,0,0,0,106.008,
0,0,0,0,0,0,0,76.7647,
0,0,0,0,0,0,0,187.098,
0,0,0,0,0,0,0,115.118,
0,0,0,0,0,0,0,549.621,
0,0,0,0,0,0,0,354.069,
0,0,0,0,0,0,0,96.5087,
0,0,0,0,0,0,0,237.947,
0,0,0,0,0,0,0,153.974,
0,0,0,0,0,0,0,277.255,
0,0,0,0,0,0,0,302.704,
0,103.776,0,0,0,0,0,0,
0,75.5775,0,0,0,0,0,0,
0,64.4584,0,0,0,0,0,0,
0,191.076,0,0,0,0,0,0,
0,84.3542,0,0,0,0,0,0,
0,187.803,0,0,0,0,0,0,
0,0,0,141.393,0,0,0,0,
0,0,0,105.069,0,0,0,0,
0,0,0,120.539,0,0,0,0,
0,0,0,106.656,0,0,0,0,
0,52.355,0,0,0,0,0,0,
0,305.285,0,0,0,0,0,0,
0,173.52,0,0,0,0,0,0,
0,0,0,0,112.035,0,0,0,
0,0,0,0,18.5801,0,0,0,
0,0,0,0,478.753,0,0,0,
0,376.748,0,0,0,0,0,0,
0,376.748,0,0,0,0,0,0,
0,24.5154,0,0,0,0,0,0,
0,24.5154,0,0,0,0,0,0,
0,0,0,114.877,0,0,0,0,
0,0,0,114.877,0,0,0,0,
0,47.6757,0,0,0,0,0,0,
0,59.1857,0,0,0,0,0,0,
0,59.1857,0,0,0,0,0,0,
0,0,0,0,18.9968,0,0,0,
0,0,0,0,356.726,0,0,0,
0,0,0,0,22.3109,0,0,0,
0,0,0,0,120.108,0,0,0,
0,0,0,0,122.796,0,0,0,
0,0,0,58.1017,0,0,0,0,
0,0,0,98.2438,0,0,0,0,
0,202.163,0,0,0,0,0,0,
0,0,0,0,0,21.4874,0,0,
0,0,0,0,0,153.287,0,0,
0,253.373,0,0,0,0,0,0,
0,56.049,0,0,0,0,0,0,
0,114.707,0,0,0,0,0,0,
0,0,0,209.535,0,0,0,0,
0,0,0,0,54.6296,0,0,0,
0,0,0,0,69.3687,0,0,0,
0,0,0,41.9305,0,0,0,0,
0,0,0,59.033,0,0,0,0,
0,0,0,214.276,0,0,0,0,
0,37.1874,0,0,0,0,0,0,
0,217.284,0,0,0,0,0,0,
0,183.597,0,0,0,0,0,0,
0,0,0,141.692,0,0,0,0,
0,0,0,0,160.991,0,0,0,
0,0,0,0,17.7308,0,0,0,
0,0,0,0,224.518,0,0,0,
0,45.5241,0,0,0,0,0,0,
0,45.4869,0,0,0,0,0,0,
0,0,0,47.4199,0,0,0,0,
0,0,0,47.4199,0,0,0,0,
0,0,0,0,0,154.823,0,0,
0,0,0,0,0,154.823,0,0,
0,0,0,0,0,215.58,0,0,
0,0,0,0,0,215.58,0,0,
0,0,0,0,0,716.035,0,0,
0,0,0,0,0,716.035,0,0,
0,0,0,0,0,0,0,117.384,
0,0,0,0,0,0,0,210.51,
0,0,0,0,0,0,0,16.5395,
0,0,0,0,0,0,0,957.142,
0,0,0,0,0,0,0,65.6866,
0,0,0,0,0,349.033,0,0,
0,0,0,0,0,349.033,0,0,
0,29.9129,0,0,0,0,0,0,
0,95.1297,0,0,0,0,0,0,
0,98.286,0,0,0,0,0,0,
0,0,0,0,0,0,0,342.878,
0,0,0,0,0,71.8964,0,0,
0,0,0,0,0,71.8964,0,0,
